customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_value
3039-MJSLN,Male,36,No,No,No,Yes,3,No,0,3,None,Yes,18.43,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.2,50.6,0.0,0,55.29,105.89,0
7714-YXSMB,Female,60,No,No,No,No,0,No,0,26,Offer C,Yes,25.66,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,2599.95,0.0,0,667.16,3267.11,0
0670-KDOMA,Female,42,No,No,No,No,0,No,0,1,Offer E,Yes,28.18,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,20.25,0.0,0,28.18,48.43,0
9495-SKLKD,Male,54,No,No,Yes,Yes,2,Yes,1,45,None,Yes,22.31,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.95,4456.65,0.0,0,1003.95,5460.6,0
5527-ACHSO,Female,38,No,No,No,No,0,No,0,11,None,Yes,47.61,No,Yes,DSL,12,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.5,829.3,0.0,0,523.71,1353.01,0
9786-YWNHU,Female,62,No,No,Yes,Yes,2,Yes,6,63,Offer B,Yes,1.18,No,Yes,DSL,27,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,63.55,4014.2,0.0,90,74.34,4178.54,0
7181-OQCUT,Male,60,No,No,No,No,0,No,0,21,Offer D,Yes,15.89,Yes,Yes,Fiber Optic,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,103.85,2215.0,0.0,0,333.69,2548.69,0
1697-BCSHV,Female,44,No,No,Yes,Yes,1,Yes,2,58,Offer B,Yes,44.1,Yes,Yes,DSL,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.8,3970.4,0.0,0,2557.8,6528.2,0
1400-WIVLL,Male,31,No,No,Yes,No,0,Yes,2,57,None,Yes,16.78,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,107.95,5969.85,0.0,0,956.46,6926.31,0
7394-LWLYN,Female,57,No,No,No,No,0,No,0,2,None,Yes,33.75,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,123.8,0.0,0,67.5,191.3,0
3370-HXOPH,Female,50,No,No,No,No,0,No,0,3,None,Yes,14.35,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.1,257.6,0.0,0,43.05,300.65,0
5322-TEUJK,Female,45,No,No,Yes,Yes,3,Yes,5,71,None,Yes,4.91,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.6,8100.25,0.0,0,348.61,8448.86,0
5813-UECBU,Male,78,No,Yes,No,No,0,No,0,33,None,Yes,38.53,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.85,2716.3,0.0,0,1271.49,3987.79,1
3389-KTRXV,Female,61,No,No,Yes,Yes,3,No,0,23,None,Yes,7.11,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.85,625.65,0.0,0,163.53,789.18,0
4433-JCGCG,Male,80,No,Yes,Yes,No,0,Yes,1,46,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4680.05,0.0,0,246.56,4926.61,1
7892-QVYKW,Female,25,Yes,No,Yes,Yes,1,Yes,10,23,None,Yes,9.84,Yes,Yes,Fiber Optic,71,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.6,1868.4,0.0,0,226.32,2094.72,0
4343-EJVQB,Male,48,No,No,No,No,0,No,0,7,None,Yes,1.67,No,Yes,Fiber Optic,23,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.35,533.6,0.0,0,11.69,545.29,0
5552-ZNFSJ,Male,49,No,No,No,No,0,No,0,1,None,Yes,34.37,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0.0,0,34.37,79.67,1
5857-XRECV,Female,44,No,No,No,Yes,3,No,0,2,None,Yes,31.01,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.5,38.25,0.0,0,62.02,100.27,0
3400-ESFUW,Male,28,Yes,No,Yes,No,0,Yes,1,55,Offer B,Yes,8.8,No,Yes,DSL,48,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,57.55,3046.4,0.0,60,484.0,3590.4,1
3429-IFLEM,Female,48,No,No,No,No,0,No,0,71,Offer A,Yes,18.2,No,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.35,5550.1,0.0,0,1292.2,6842.3,0
9087-EYCPR,Female,63,No,No,No,No,0,No,0,60,Offer B,Yes,39.41,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.0,1505.05,0.0,0,2364.6,3869.65,0
2867-UIMSS,Male,24,Yes,No,No,No,0,No,0,1,None,Yes,35.77,No,Yes,Fiber Optic,69,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.5,80.5,0.0,0,35.77,116.27,1
2863-IMQDR,Female,52,No,No,No,No,0,No,0,61,None,Yes,23.45,Yes,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,89.65,5308.7,0.0,0,1430.45,6739.15,0
5275-PMFUT,Male,52,No,No,Yes,No,0,Yes,9,72,None,No,0.0,No,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.8,4719.75,0.0,0,0.0,4719.75,0
1585-MQSSU,Male,36,No,No,No,No,0,No,0,17,Offer D,Yes,46.6,No,Yes,Cable,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,51.5,900.5,35.34,0,792.2,1657.36,1
9306-CPCBC,Female,44,No,No,No,No,0,No,0,3,None,Yes,35.54,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.25,210.3,0.0,0,106.62,316.92,1
1323-OOEPC,Female,45,No,No,Yes,No,0,Yes,1,53,None,Yes,41.74,Yes,Yes,Fiber Optic,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.4,5149.5,0.0,0,2212.22,7361.72,1
0058-EVZWM,Female,37,No,No,Yes,No,0,Yes,2,55,Offer B,Yes,5.08,Yes,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,4959.6,0.0,0,279.4,5239.0,0
2516-VQRRV,Female,77,No,Yes,No,No,0,No,0,2,None,Yes,23.46,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,158.4,0.0,0,46.92,205.32,1
8777-PVYGU,Female,36,No,No,Yes,No,0,No,0,52,Offer B,Yes,4.22,No,Yes,DSL,18,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,64.3,3410.6,0.0,0,219.44,3630.04,0
3936-QQFLL,Male,58,No,No,No,No,0,No,0,2,None,Yes,1.97,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,39.3,0.0,0,3.94,43.24,0
7718-RXDGG,Male,54,No,No,Yes,No,0,Yes,9,15,Offer D,Yes,24.17,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,68.6,1108.6,0.0,90,362.55,1561.15,0
3745-HRPHI,Male,49,No,No,Yes,Yes,3,No,0,66,None,No,0.0,No,Yes,DSL,28,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,54.65,3632.0,46.75,0,0.0,3585.25,0
9968-FFVVH,Male,20,Yes,No,No,No,0,No,0,63,None,Yes,38.37,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,68.8,4111.35,0.0,0,2417.31,6528.66,0
1265-BCFEO,Female,30,No,No,Yes,No,0,Yes,1,71,Offer A,Yes,26.58,Yes,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,5662.25,0.0,0,1887.18,7549.43,0
3511-BFTJW,Male,25,Yes,No,Yes,Yes,3,Yes,8,72,Offer A,No,0.0,No,Yes,DSL,82,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,38.5,2763.0,0.0,0,0.0,2763.0,0
3750-RNQKR,Female,38,No,No,No,No,0,No,0,12,None,Yes,18.12,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,246.25,0.0,0,217.44,463.69,0
0667-NSRGI,Female,45,No,No,Yes,No,0,Yes,3,48,None,Yes,17.03,Yes,Yes,DSL,15,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.55,3435.6,0.0,0,817.44,4253.04,0
4816-OKWNX,Male,38,No,No,Yes,Yes,1,Yes,2,50,None,Yes,36.21,No,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.4,5236.4,0.0,0,1810.5,7046.9,0
6408-OTUBZ,Female,44,No,No,No,No,0,No,0,66,Offer A,Yes,16.39,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,104.55,6779.05,0.0,0,1081.74,7860.79,0
3058-HJCUY,Male,36,No,No,Yes,No,0,Yes,1,41,Offer B,Yes,45.03,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.6,4213.35,2.93,0,1846.23,6056.65,1
3643-AHCFP,Male,74,No,Yes,Yes,No,0,Yes,1,7,None,Yes,21.91,Yes,Yes,Cable,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,644.35,0.0,0,153.37,797.72,1
5896-NPFWW,Male,23,Yes,No,Yes,No,0,Yes,1,3,None,Yes,13.54,No,Yes,Cable,51,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,168.15,0.0,0,40.62,208.77,1
5310-NOOVA,Male,51,No,No,No,No,0,No,0,46,None,Yes,13.42,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,907.05,0.0,0,617.32,1524.37,0
2384-OVPSA,Female,65,No,Yes,No,No,0,No,0,38,None,Yes,4.09,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.2,735.9,0.0,0,155.42,891.32,0
2931-SVLTV,Male,59,No,No,Yes,Yes,3,Yes,6,40,Offer B,Yes,11.5,Yes,Yes,Fiber Optic,22,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,110.1,4469.1,0.0,0,460.0,4929.1,0
3296-SILRA,Female,76,No,Yes,Yes,No,0,Yes,6,1,None,Yes,41.16,No,Yes,Fiber Optic,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,76.4,76.4,0.0,0,41.16,117.56,1
4836-WNFNO,Female,56,No,No,Yes,No,0,Yes,7,72,None,Yes,39.98,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1849.2,0.0,0,2878.56,4727.76,0
9163-GHAYE,Female,34,No,No,No,No,0,No,0,15,None,Yes,31.68,No,Yes,Cable,23,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.85,736.8,0.0,0,475.2,1212.0,0
6029-CSMJE,Male,63,No,No,No,No,0,No,0,17,None,No,0.0,No,Yes,Cable,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.65,440.2,0.0,0,0.0,440.2,0
8734-FNWVH,Male,21,Yes,No,Yes,Yes,1,Yes,6,31,None,Yes,30.67,Yes,Yes,DSL,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.7,1825.5,0.0,0,950.77,2776.27,0
9919-FZDED,Male,79,No,Yes,Yes,No,0,Yes,1,72,None,Yes,17.3,Yes,Yes,DSL,23,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,84.1,5981.65,0.0,0,1245.6,7227.25,0
0023-HGHWL,Male,67,No,Yes,No,No,0,No,0,1,None,No,0.0,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.1,25.1,0.0,0,0.0,25.1,1
4373-MAVJG,Female,64,No,No,Yes,No,0,Yes,1,14,Offer D,Yes,13.64,Yes,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.9,1259.0,0.0,0,190.96,1449.96,1
8220-OCUFY,Female,30,No,No,No,No,0,No,0,21,None,Yes,7.41,No,Yes,DSL,51,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.25,1258.35,0.0,0,155.61,1413.96,0
6088-BXMRG,Female,59,No,No,Yes,Yes,1,Yes,2,32,None,Yes,24.04,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.85,3089.6,0.0,0,769.28,3858.88,0
4135-FRWKJ,Female,66,No,Yes,Yes,Yes,1,Yes,1,55,None,Yes,34.57,Yes,Yes,Cable,19,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,76.25,4154.55,0.0,0,1901.35,6055.9,0
9190-MFJLN,Male,65,No,Yes,No,No,0,No,0,19,Offer D,Yes,32.77,No,Yes,Fiber Optic,4,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.9,1777.9,0.0,0,622.63,2400.53,1
2519-FAKOD,Male,30,No,No,No,No,0,No,0,38,Offer C,Yes,31.27,Yes,Yes,Fiber Optic,85,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,3777.15,0.0,0,1188.26,4965.41,1
7396-VJUZB,Male,33,No,No,Yes,Yes,2,Yes,8,4,Offer E,Yes,35.09,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.25,155.35,0.0,0,140.36,295.71,0
1465-WCZVT,Female,44,No,No,Yes,Yes,3,Yes,1,3,None,Yes,30.34,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,60.65,0.0,0,91.02,151.67,0
7079-QRCBC,Female,35,No,No,No,No,0,No,0,24,None,Yes,37.69,Yes,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,2407.3,0.0,0,904.56,3311.86,1
7892-POOKP,Female,23,Yes,No,Yes,Yes,3,No,0,28,Offer C,Yes,4.89,Yes,Yes,Fiber Optic,47,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.8,3046.05,0.0,0,136.92,3182.97,1
9150-HEPMB,Male,57,No,No,No,No,0,No,0,56,None,Yes,21.61,No,Yes,Cable,27,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,52.7,3019.7,0.0,0,1210.16,4229.86,0
0040-HALCW,Male,42,No,No,Yes,Yes,3,Yes,3,54,None,Yes,19.7,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4,1090.6,0.0,0,1063.8,2154.4,0
8580-QVLOC,Female,78,No,Yes,Yes,No,0,No,0,72,None,Yes,25.77,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,0.0,0,1855.44,8295.69,1
8496-EJAUI,Male,47,No,No,No,No,0,No,0,19,Offer D,Yes,1.79,No,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.85,1424.5,0.0,130,34.01,1588.51,1
7465-ZZRVX,Male,63,No,No,No,No,0,No,0,1,None,Yes,14.42,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,70.35,0.0,10,14.42,94.77,0
4007-NHVHI,Female,69,No,Yes,No,No,0,No,0,56,None,Yes,46.67,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85,5219.65,0.0,0,2613.52,7833.17,0
9391-DXGGG,Female,70,No,Yes,No,No,0,No,0,44,Offer B,Yes,35.39,No,Yes,Fiber Optic,19,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,89.15,3990.75,0.0,0,1557.16,5547.91,0
8791-GFXLZ,Male,58,No,No,No,No,0,No,0,12,None,Yes,44.78,No,Yes,DSL,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,593.05,29.32,0,537.36,1101.09,0
1209-VFFOC,Male,47,No,No,Yes,Yes,2,Yes,10,68,Offer A,No,0.0,No,Yes,DSL,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.4,3948.45,0.0,0,0.0,3948.45,0
8979-CAMGB,Male,67,No,Yes,No,No,0,No,0,64,None,Yes,10.07,Yes,Yes,Fiber Optic,26,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.1,6688.1,0.0,0,644.48,7332.58,0
2403-BCASL,Male,66,No,Yes,Yes,No,0,Yes,1,41,Offer B,Yes,45.04,Yes,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,4534.9,0.0,0,1846.64,6381.54,1
2023-VQFDL,Male,42,No,No,No,No,0,No,0,18,Offer D,Yes,33.16,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.0,348.8,0.0,0,596.88,945.68,0
0133-BMFZO,Female,40,No,No,No,No,0,No,0,2,None,Yes,36.81,No,Yes,Fiber Optic,16,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,181.65,0.0,0,73.62,255.27,1
0196-JTUQI,Female,59,No,No,No,No,0,No,0,9,None,Yes,9.27,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,633.85,0.0,0,83.43,717.28,0
4097-YODCF,Male,35,No,No,No,Yes,1,No,0,34,Offer C,Yes,4.28,Yes,Yes,Fiber Optic,16,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.8,3470.8,0.0,0,145.52,3616.32,0
4871-JTKJF,Female,70,No,Yes,No,No,0,No,0,1,None,Yes,31.13,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,31.13,100.78,1
5577-OTWWW,Female,54,No,No,No,No,0,No,0,15,Offer D,Yes,39.84,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,297.3,0.0,0,597.6,894.9,1
4277-PVRAN,Female,34,No,No,No,No,0,No,0,8,None,Yes,36.39,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.1,679.3,0.0,0,291.12,970.42,1
6981-TDRFT,Male,25,Yes,No,Yes,Yes,1,Yes,1,44,None,No,0.0,No,Yes,DSL,69,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.3,2317.1,0.0,10,0.0,2327.1,0
3082-WQRVY,Male,73,No,Yes,Yes,No,0,Yes,8,14,None,Yes,45.76,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,228.65,0.0,0,640.64,869.29,0
7248-VZQLC,Female,78,No,Yes,No,No,0,No,0,47,None,Yes,16.83,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,3969.35,0.0,0,791.01,4760.36,1
2833-SLKDQ,Male,23,Yes,No,No,No,0,No,0,1,None,Yes,48.03,No,Yes,Cable,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.05,45.05,0.0,0,48.03,93.08,1
5315-CKEQK,Male,73,No,Yes,Yes,Yes,2,Yes,1,28,None,Yes,4.71,Yes,Yes,DSL,21,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,51.0,1381.8,0.0,80,131.88,1593.68,0
0130-SXOUN,Male,55,No,No,No,No,0,No,0,66,Offer A,Yes,48.78,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.4,5976.9,36.02,40,3219.48,9200.36,0
3722-WPXTK,Male,23,Yes,No,No,No,0,No,0,1,None,Yes,14.26,No,Yes,Fiber Optic,46,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.35,88.35,0.0,0,14.26,102.61,1
0946-CLJTI,Male,67,No,Yes,Yes,No,0,Yes,1,58,Offer B,Yes,3.18,Yes,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5812.6,0.0,0,184.44,5997.04,1
8746-OQQRW,Male,64,No,No,No,No,0,No,0,4,Offer E,Yes,3.69,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.25,101.9,0.0,0,14.76,116.66,0
4119-ZYPZY,Male,67,No,Yes,No,No,0,No,0,71,None,Yes,34.8,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,106.8,7623.2,0.0,0,2470.8,10094.0,0
7660-HDPJV,Female,51,No,No,No,No,0,No,0,1,None,Yes,10.08,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.2,69.2,0.0,0,10.08,79.28,1
0875-CABNR,Female,70,No,Yes,No,No,0,No,0,10,None,Yes,16.85,No,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,865.55,0.0,0,168.5,1034.05,1
6563-VRERX,Male,63,No,No,Yes,No,0,Yes,2,33,None,Yes,34.22,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,690.25,0.0,0,1129.26,1819.51,0
3557-HTYWR,Female,56,No,No,No,No,0,No,0,47,None,Yes,45.67,Yes,Yes,DSL,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,74.05,3496.3,0.0,0,2146.49,5642.79,0
1106-HRLKZ,Male,21,Yes,No,Yes,Yes,1,Yes,9,40,Offer B,Yes,22.96,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,808.95,0.0,0,918.4,1727.35,0
4749-OJKQU,Female,36,No,No,No,No,0,No,0,4,None,Yes,23.5,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.65,302.35,0.0,0,94.0,396.35,0
5130-IEKQT,Male,73,No,Yes,No,No,0,No,0,25,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,1
7181-BQYBV,Female,52,No,No,Yes,No,0,Yes,1,1,None,Yes,25.88,Yes,Yes,Fiber Optic,9,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.45,102.45,0.0,0,25.88,128.33,1
7601-GNDYK,Male,52,No,No,Yes,Yes,3,Yes,1,35,Offer C,Yes,20.85,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,686.95,0.0,0,729.75,1416.7,0
8166-ZZTFS,Female,74,No,Yes,Yes,No,0,Yes,1,66,None,Yes,21.7,Yes,Yes,Cable,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,80.55,5265.1,0.0,0,1432.2,6697.3,1
8709-KRDVL,Female,44,No,No,No,No,0,No,0,33,None,Yes,16.57,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.0,3320.6,0.0,0,546.81,3867.41,0
6199-IWKGC,Female,71,No,Yes,Yes,No,0,Yes,5,46,None,Yes,21.46,Yes,Yes,Fiber Optic,15,No,No,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,100.25,4753.85,0.0,0,987.16,5741.01,0
5016-ETTFF,Male,46,No,No,No,No,0,No,0,10,Offer D,No,0.0,No,Yes,DSL,30,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.5,255.25,0.0,40,0.0,295.25,1
7032-LMBHI,Female,42,No,No,No,No,0,No,0,37,None,Yes,37.18,Yes,Yes,Cable,9,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64.65,2347.85,0.0,0,1375.66,3723.51,0
2789-CZANW,Female,49,No,No,Yes,Yes,1,Yes,7,64,Offer B,Yes,21.16,Yes,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,110.3,6997.3,0.0,0,1354.24,8351.54,0
6458-CYIDZ,Female,72,No,Yes,No,No,0,No,0,5,Offer E,Yes,36.27,No,Yes,Fiber Optic,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.7,374.8,0.0,0,181.35,556.15,0
7665-VIGUD,Male,40,No,No,No,No,0,No,0,10,None,Yes,17.4,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,176.3,0.0,0,174.0,350.3,0
3292-PBZEJ,Male,75,No,Yes,No,No,0,No,0,11,None,Yes,2.63,Yes,Yes,Fiber Optic,13,No,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,111.4,1183.05,0.0,40,28.93,1251.98,0
0983-TATYJ,Female,42,No,No,Yes,No,0,Yes,7,33,None,Yes,48.09,No,Yes,DSL,9,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,51.45,1758.9,0.0,0,1586.97,3345.87,0
