paperless_billing,internet_service,online_security,premium_tech_support,unlimited_data,age_bins,family_size_bins,number_of_referrals_bins,contract,offer,payment_method,internet_type,total_of_services_add,tenure_in_months_bins,monthly_charge,churn_value
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,None,Credit Card,Cable,5,0,64.4,0
No,No,No,No,No,2,0,0,Month-to-Month,Offer D,Credit Card,None,1,1,20.25,0
Yes,Yes,Yes,No,Yes,2,0,0,One Year,None,Bank Withdrawal,Cable,3,3,30.75,0
No,No,No,No,No,3,2,3,Two Year,None,Credit Card,None,1,0,20.35,0
Yes,Yes,No,Yes,Yes,2,0,3,Two Year,None,Credit Card,Cable,6,4,80.7,0
No,No,No,No,No,1,0,0,One Year,None,Credit Card,None,1,0,21.2,0
Yes,Yes,No,No,Yes,0,0,3,Two Year,None,Bank Withdrawal,Fiber Optic,6,4,106.3,0
Yes,Yes,No,No,No,4,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,2,0,79.75,1
Yes,Yes,No,No,Yes,4,0,0,Two Year,Offer E,Bank Withdrawal,Fiber Optic,3,1,69.7,0
No,Yes,Yes,Yes,Yes,0,1,2,Month-to-Month,Offer D,Bank Withdrawal,DSL,6,2,59.45,0
No,No,No,No,No,0,2,2,Two Year,Offer E,Credit Card,None,1,1,20.0,0
Yes,Yes,Yes,No,Yes,0,0,0,One Year,None,Credit Card,Fiber Optic,5,2,99.95,0
No,Yes,Yes,Yes,Yes,0,0,2,Two Year,Offer A,Bank Withdrawal,Cable,6,4,64.55,0
No,No,No,No,No,3,1,3,Two Year,None,Credit Card,None,1,4,19.7,0
No,Yes,No,Yes,Yes,0,0,0,One Year,Offer A,Bank Withdrawal,Fiber Optic,7,4,108.45,1
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer E,Mailed Check,Cable,4,0,50.45,1
Yes,Yes,No,No,No,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,2,0,70.25,0
Yes,Yes,No,No,Yes,1,0,0,One Year,None,Bank Withdrawal,DSL,3,3,50.05,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,2,73.7,0
No,Yes,Yes,Yes,Yes,1,0,0,Two Year,Offer A,Bank Withdrawal,Fiber Optic,8,4,93.9,1
No,Yes,Yes,Yes,Yes,2,1,0,Two Year,Offer A,Credit Card,DSL,7,4,84.7,0
No,Yes,Yes,No,Yes,0,0,0,Two Year,Offer A,Credit Card,Cable,7,4,64.45,0
Yes,Yes,No,No,No,4,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,3,2,74.7,0
No,Yes,Yes,Yes,Yes,3,1,0,Two Year,Offer A,Credit Card,DSL,8,4,88.7,0
No,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,1,74.95,1
Yes,No,No,No,No,3,2,0,Two Year,None,Credit Card,None,1,0,20.4,0
Yes,Yes,Yes,Yes,No,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,106.6,1
Yes,Yes,No,Yes,No,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,3,0,61.3,0
No,No,No,No,No,3,2,0,One Year,Offer C,Credit Card,None,1,3,20.3,0
No,Yes,Yes,Yes,Yes,3,0,0,One Year,None,Credit Card,Cable,6,3,59.9,0
No,Yes,No,Yes,Yes,2,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,7,2,89.4,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,79.1,1
Yes,Yes,No,Yes,Yes,2,0,0,Two Year,Offer D,Mailed Check,Cable,3,1,29.6,0
No,Yes,Yes,Yes,Yes,3,1,3,One Year,Offer B,Credit Card,DSL,6,3,56.9,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,2,85.45,1
Yes,Yes,Yes,Yes,Yes,3,2,3,Two Year,None,Bank Withdrawal,DSL,6,4,63.8,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Credit Card,Fiber Optic,4,1,74.4,1
Yes,No,No,No,No,0,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,19.65,0
Yes,No,No,No,No,2,1,0,Month-to-Month,Offer D,Bank Withdrawal,None,1,2,20.0,0
No,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,DSL,4,0,49.95,0
No,Yes,Yes,Yes,Yes,0,2,2,Two Year,None,Credit Card,Cable,5,3,40.65,0
No,No,No,No,No,2,0,0,One Year,None,Credit Card,None,1,0,19.95,0
Yes,Yes,No,No,No,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,4,3,101.05,0
No,No,No,No,No,1,1,3,Two Year,None,Credit Card,None,1,3,20.3,0
Yes,Yes,No,Yes,Yes,2,0,0,One Year,None,Credit Card,DSL,6,3,80.75,0
No,Yes,Yes,Yes,Yes,0,0,0,Month-to-Month,Offer E,Mailed Check,Cable,5,1,58.5,1
No,Yes,No,Yes,Yes,2,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,4,3,85.15,1
No,No,No,No,No,1,0,0,Two Year,None,Mailed Check,None,1,3,20.15,0
Yes,Yes,No,Yes,No,2,1,0,Month-to-Month,None,Credit Card,DSL,2,0,31.0,1
Yes,No,No,No,No,0,2,0,Two Year,Offer C,Bank Withdrawal,None,2,2,24.1,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,71.0,1
No,Yes,Yes,Yes,Yes,2,0,0,Two Year,None,Bank Withdrawal,Cable,4,4,43.9,0
No,No,No,No,No,1,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,20.7,0
Yes,Yes,Yes,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,7,3,109.1,0
Yes,No,No,No,No,3,1,0,Month-to-Month,Offer D,Credit Card,None,1,2,20.45,0
No,Yes,Yes,No,Yes,3,0,0,Two Year,Offer C,Bank Withdrawal,Cable,3,3,31.05,0
Yes,Yes,No,No,Yes,3,0,0,Two Year,Offer A,Bank Withdrawal,Fiber Optic,6,4,100.9,0
No,No,No,No,No,1,0,0,Month-to-Month,None,Credit Card,None,1,0,20.3,0
Yes,Yes,No,Yes,Yes,0,2,0,One Year,None,Bank Withdrawal,Fiber Optic,5,2,89.35,0
Yes,No,No,No,No,0,0,0,Month-to-Month,None,Mailed Check,None,1,0,20.55,0
Yes,Yes,Yes,Yes,Yes,3,1,3,Two Year,Offer B,Credit Card,Cable,6,3,70.5,0
Yes,Yes,Yes,Yes,Yes,1,0,0,Month-to-Month,None,Credit Card,DSL,5,0,54.45,0
Yes,Yes,No,No,Yes,1,1,2,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,0,91.0,1
Yes,Yes,No,No,Yes,2,1,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,4,0,49.85,0
No,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,5,0,78.45,1
Yes,No,No,No,No,2,0,0,Month-to-Month,Offer E,Mailed Check,None,1,0,20.3,1
Yes,Yes,No,No,No,4,0,3,One Year,Offer E,Credit Card,Fiber Optic,3,0,95.5,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Credit Card,Fiber Optic,4,3,86.15,1
Yes,Yes,Yes,No,Yes,0,2,3,One Year,None,Bank Withdrawal,Fiber Optic,5,3,90.8,0
Yes,Yes,No,Yes,Yes,0,0,3,One Year,None,Credit Card,DSL,5,4,60.8,0
Yes,Yes,No,Yes,Yes,3,0,3,Two Year,None,Credit Card,Fiber Optic,7,4,110.6,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,1,69.0,1
Yes,Yes,Yes,Yes,No,0,0,3,Two Year,None,Bank Withdrawal,DSL,7,4,92.4,0
No,No,No,No,No,0,0,0,Month-to-Month,None,Mailed Check,None,1,0,19.5,1
No,No,No,No,No,3,0,2,Two Year,Offer B,Bank Withdrawal,None,1,3,19.8,0
Yes,Yes,Yes,Yes,Yes,1,0,0,Two Year,None,Bank Withdrawal,Cable,6,4,65.6,0
Yes,No,No,No,No,0,1,3,One Year,Offer A,Credit Card,None,1,4,20.55,0
Yes,Yes,Yes,Yes,Yes,2,0,1,Two Year,Offer A,Bank Withdrawal,Fiber Optic,8,4,115.55,0
No,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,5,0,79.2,1
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,101.25,1
No,Yes,No,Yes,No,1,0,0,Two Year,None,Credit Card,DSL,3,3,53.35,0
No,Yes,Yes,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,104.35,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,3,94.7,1
No,No,No,No,No,3,0,0,One Year,None,Credit Card,None,1,1,19.3,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,107.4,1
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,70.05,1
No,Yes,No,No,Yes,0,1,2,Month-to-Month,None,Credit Card,Fiber Optic,4,0,74.6,0
No,Yes,Yes,No,Yes,2,0,2,Two Year,Offer B,Credit Card,Fiber Optic,5,4,99.7,0
Yes,No,No,No,No,0,0,0,Two Year,None,Bank Withdrawal,None,1,4,21.15,0
Yes,Yes,No,Yes,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,DSL,4,1,35.65,0
No,No,No,No,No,3,1,1,One Year,None,Credit Card,None,1,0,20.3,0
No,Yes,No,No,No,2,0,0,Month-to-Month,None,Mailed Check,DSL,2,0,44.65,1
Yes,Yes,Yes,Yes,Yes,4,0,1,Two Year,Offer A,Bank Withdrawal,Fiber Optic,7,4,99.4,0
Yes,Yes,No,Yes,Yes,0,0,0,One Year,Offer C,Credit Card,Fiber Optic,6,3,104.5,0
No,Yes,Yes,Yes,Yes,3,0,0,One Year,Offer B,Credit Card,DSL,6,4,43.7,0
Yes,Yes,Yes,No,Yes,4,0,3,One Year,Offer B,Credit Card,Fiber Optic,7,4,109.4,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,70.1,1
No,Yes,No,No,Yes,1,1,0,Two Year,None,Bank Withdrawal,Fiber Optic,4,3,82.5,0
No,No,No,No,No,3,1,1,Two Year,None,Credit Card,None,2,4,26.1,0
No,Yes,Yes,Yes,Yes,4,0,0,One Year,Offer B,Bank Withdrawal,DSL,7,3,82.45,1
No,Yes,Yes,Yes,Yes,2,0,0,Month-to-Month,None,Credit Card,Fiber Optic,7,3,100.75,0
No,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,2,89.25,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Cable,2,0,36.45,1
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer B,Credit Card,Fiber Optic,4,3,85.3,0
Yes,Yes,Yes,Yes,Yes,4,0,3,Two Year,Offer B,Bank Withdrawal,Fiber Optic,7,4,111.6,0
Yes,Yes,No,No,Yes,1,1,3,Month-to-Month,Offer D,Bank Withdrawal,Cable,3,2,44.95,0
Yes,Yes,No,No,Yes,0,0,3,Month-to-Month,Offer D,Bank Withdrawal,Cable,3,1,49.85,0
No,No,No,No,No,0,0,0,One Year,None,Credit Card,None,1,0,20.45,0
Yes,Yes,Yes,Yes,No,3,0,3,One Year,Offer D,Credit Card,DSL,4,2,56.25,0
No,Yes,No,No,No,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,2,0,78.05,1
No,No,No,No,No,0,1,2,Two Year,None,Credit Card,None,2,1,25.35,0
Yes,Yes,Yes,Yes,Yes,2,0,0,Two Year,Offer B,Credit Card,Fiber Optic,7,3,108.0,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Two Year,None,Credit Card,Fiber Optic,8,4,115.55,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,0,90.75,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,79.9,0
No,Yes,No,Yes,Yes,1,0,2,Month-to-Month,Offer D,Bank Withdrawal,DSL,4,2,48.8,0
No,Yes,No,No,Yes,3,0,0,Two Year,None,Credit Card,Fiber Optic,4,1,75.5,0
No,Yes,No,No,No,1,2,0,Month-to-Month,Offer E,Credit Card,Cable,3,1,95.0,1
No,Yes,Yes,No,Yes,1,0,3,Two Year,None,Mailed Check,DSL,6,1,80.85,0
No,Yes,Yes,Yes,Yes,0,0,3,Two Year,Offer A,Bank Withdrawal,DSL,5,4,59.5,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,0,96.6,1
No,No,No,No,No,1,0,0,Month-to-Month,None,Mailed Check,None,1,0,20.4,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,1,76.85,0
Yes,No,No,No,No,0,1,0,Two Year,None,Bank Withdrawal,None,2,4,25.2,0
Yes,Yes,No,No,No,0,0,0,Month-to-Month,None,Credit Card,Fiber Optic,2,1,70.1,1
No,Yes,No,No,Yes,2,0,0,One Year,None,Bank Withdrawal,Fiber Optic,5,3,80.05,0
Yes,Yes,No,No,Yes,4,0,0,Two Year,Offer A,Bank Withdrawal,Fiber Optic,5,4,100.8,0
Yes,Yes,Yes,Yes,Yes,1,2,0,Two Year,Offer C,Credit Card,DSL,6,2,52.5,0
No,No,No,No,No,4,0,0,Month-to-Month,None,Bank Withdrawal,None,1,1,19.65,1
No,No,No,No,No,1,1,0,Month-to-Month,Offer E,Mailed Check,None,1,0,19.95,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer D,Credit Card,DSL,4,2,33.5,1
Yes,Yes,No,No,No,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,1,0,35.1,1
No,Yes,Yes,Yes,Yes,3,1,0,Month-to-Month,None,Bank Withdrawal,DSL,5,0,54.5,0
Yes,Yes,Yes,Yes,Yes,1,0,0,Two Year,Offer B,Credit Card,DSL,7,3,83.25,0
Yes,No,No,No,No,1,0,0,Month-to-Month,Offer D,Bank Withdrawal,None,2,1,24.0,0
No,No,No,No,No,0,1,0,Month-to-Month,Offer D,Credit Card,None,1,1,21.05,0
No,No,No,No,No,1,0,0,One Year,Offer B,Bank Withdrawal,None,2,3,24.05,0
Yes,Yes,No,No,Yes,3,1,3,One Year,None,Credit Card,Fiber Optic,4,1,75.2,0
No,No,No,No,No,1,2,3,Month-to-Month,None,Credit Card,None,1,2,19.35,0
No,No,No,No,No,2,0,0,Month-to-Month,Offer E,Mailed Check,None,1,1,20.75,0
Yes,Yes,No,No,Yes,3,0,2,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,2,94.65,0
No,Yes,Yes,No,Yes,0,0,0,One Year,None,Bank Withdrawal,DSL,3,3,30.4,0
Yes,Yes,No,No,Yes,1,0,2,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,97.35,1
No,Yes,Yes,Yes,Yes,3,1,3,Two Year,None,Credit Card,DSL,6,4,61.4,0
No,Yes,Yes,Yes,No,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,87.65,0
Yes,Yes,No,Yes,Yes,2,1,3,One Year,Offer B,Credit Card,Fiber Optic,6,4,106.05,0
No,Yes,Yes,No,No,2,0,0,Month-to-Month,Offer E,Credit Card,Cable,2,1,29.35,0
No,No,No,No,No,1,0,0,One Year,Offer D,Bank Withdrawal,None,1,2,20.15,1
Yes,Yes,No,No,Yes,1,0,2,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,77.75,1
Yes,Yes,No,No,Yes,3,0,1,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,6,3,104.1,0
No,Yes,Yes,Yes,Yes,3,1,0,Month-to-Month,Offer C,Bank Withdrawal,Cable,7,3,76.3,0
No,Yes,Yes,Yes,Yes,3,1,3,Two Year,Offer B,Credit Card,Cable,8,3,81.25,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,91.4,1
No,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,1,79.85,0
Yes,No,No,No,No,0,1,1,Two Year,Offer B,Credit Card,None,2,3,24.45,0
No,No,No,No,No,4,0,0,Two Year,None,Credit Card,None,2,4,25.65,0
Yes,Yes,No,No,Yes,4,1,3,One Year,Offer B,Bank Withdrawal,DSL,5,4,65.2,0
Yes,Yes,No,Yes,Yes,1,0,2,One Year,Offer C,Mailed Check,DSL,5,3,73.9,1
No,Yes,Yes,Yes,Yes,2,0,3,One Year,None,Credit Card,DSL,7,4,74.1,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,5,1,100.85,1
Yes,Yes,Yes,Yes,Yes,0,1,3,One Year,Offer B,Credit Card,Cable,5,3,52.0,0
Yes,Yes,No,No,No,0,1,3,One Year,None,Credit Card,Fiber Optic,5,3,95.0,0
No,Yes,No,Yes,Yes,1,0,0,Month-to-Month,Offer D,Credit Card,DSL,4,2,50.0,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,5,0,91.65,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,81.45,1
Yes,Yes,No,No,Yes,2,0,3,Month-to-Month,Offer B,Credit Card,DSL,4,3,50.25,0
Yes,Yes,No,Yes,Yes,3,0,3,Two Year,None,Credit Card,Fiber Optic,5,3,99.0,0
No,Yes,Yes,Yes,Yes,1,0,0,Month-to-Month,Offer D,Bank Withdrawal,DSL,5,1,62.25,0
No,Yes,No,No,Yes,4,0,0,Two Year,Offer E,Bank Withdrawal,Fiber Optic,4,1,85.2,0
No,No,No,No,No,3,0,3,One Year,None,Mailed Check,None,1,2,19.55,0
Yes,No,No,No,No,1,1,2,Two Year,None,Bank Withdrawal,None,1,3,19.85,0
No,No,No,No,No,1,2,0,One Year,Offer C,Credit Card,None,1,2,19.9,0
No,Yes,No,Yes,No,0,0,0,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,5,4,105.4,0
Yes,Yes,No,Yes,No,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,3,0,49.3,0
Yes,Yes,No,Yes,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Cable,6,3,71.05,0
No,Yes,Yes,Yes,Yes,2,0,0,One Year,None,Credit Card,DSL,6,3,58.0,0
Yes,Yes,Yes,Yes,Yes,4,0,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,8,3,105.7,0
Yes,Yes,Yes,Yes,Yes,4,0,0,Two Year,Offer A,Bank Withdrawal,Fiber Optic,7,4,109.7,0
No,Yes,Yes,No,Yes,3,1,2,Two Year,None,Bank Withdrawal,DSL,4,4,36.15,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,78.85,1
No,Yes,Yes,Yes,Yes,1,0,0,Month-to-Month,None,Credit Card,Cable,5,0,41.35,0
No,No,No,No,No,3,0,0,One Year,Offer D,Credit Card,None,1,2,18.8,0
No,No,No,No,No,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,None,1,0,19.3,1
Yes,Yes,Yes,Yes,Yes,1,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,6,2,96.55,0
No,Yes,No,Yes,Yes,4,0,1,One Year,None,Bank Withdrawal,Cable,5,3,64.2,0
Yes,Yes,No,No,Yes,2,0,2,One Year,None,Bank Withdrawal,Fiber Optic,4,3,93.8,1
Yes,Yes,Yes,Yes,Yes,1,0,3,Two Year,None,Credit Card,DSL,8,4,89.4,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,5,2,81.0,1
Yes,Yes,Yes,Yes,No,3,0,3,Two Year,Offer C,Credit Card,DSL,3,3,46.35,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,70.65,0
No,Yes,Yes,Yes,Yes,3,1,0,One Year,None,Credit Card,DSL,5,3,61.25,0
Yes,Yes,Yes,Yes,Yes,0,0,0,One Year,Offer B,Bank Withdrawal,Fiber Optic,8,4,118.6,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,3,1,29.4,1
Yes,Yes,No,Yes,Yes,0,0,2,Two Year,Offer A,Bank Withdrawal,Fiber Optic,7,4,110.0,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,1,90.8,1
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,5,3,100.2,1
Yes,Yes,No,No,Yes,1,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,5,3,99.65,0
Yes,Yes,No,Yes,Yes,4,0,0,One Year,Offer C,Bank Withdrawal,Fiber Optic,6,3,104.65,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,93.85,1
Yes,Yes,No,Yes,Yes,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,6,3,96.35,0
Yes,Yes,No,No,Yes,1,0,0,Two Year,Offer B,Credit Card,Fiber Optic,5,3,89.45,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Credit Card,Cable,2,0,25.15,0
Yes,Yes,Yes,Yes,No,0,2,0,One Year,Offer A,Credit Card,Fiber Optic,7,4,105.1,0
Yes,Yes,Yes,No,Yes,4,1,2,Two Year,None,Bank Withdrawal,DSL,7,3,75.15,0
Yes,Yes,Yes,Yes,Yes,0,0,0,One Year,Offer C,Bank Withdrawal,Fiber Optic,6,3,95.55,1
No,No,No,No,No,2,0,3,One Year,None,Credit Card,None,1,2,20.05,0
Yes,Yes,Yes,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,89.4,0
Yes,Yes,Yes,No,Yes,0,0,0,One Year,Offer B,Bank Withdrawal,Fiber Optic,6,3,94.8,1
Yes,Yes,No,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,3,2,63.05,0
Yes,Yes,Yes,No,No,1,2,3,Month-to-Month,Offer D,Bank Withdrawal,Cable,3,1,49.2,0
Yes,No,No,No,No,0,0,0,Month-to-Month,None,Mailed Check,None,1,0,20.1,1
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,DSL,3,2,39.65,1
Yes,Yes,Yes,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,87.75,0
No,Yes,No,Yes,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,DSL,5,3,41.1,0
Yes,Yes,No,No,Yes,4,0,0,Two Year,Offer E,Bank Withdrawal,Fiber Optic,4,1,74.05,0
No,Yes,Yes,Yes,Yes,2,1,2,Two Year,Offer A,Bank Withdrawal,Cable,6,4,65.7,0
Yes,Yes,No,Yes,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,98.65,0
No,Yes,Yes,No,No,3,0,0,One Year,None,Bank Withdrawal,Fiber Optic,4,3,97.1,0
Yes,Yes,Yes,No,Yes,0,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,6,2,96.65,1
Yes,Yes,No,Yes,Yes,0,0,3,Two Year,None,Credit Card,Fiber Optic,7,3,108.9,0
No,No,No,No,No,2,1,3,Two Year,Offer A,Bank Withdrawal,None,1,4,19.9,0
Yes,Yes,Yes,No,Yes,0,0,3,One Year,Offer B,Credit Card,Fiber Optic,5,4,81.15,0
Yes,Yes,Yes,No,Yes,0,0,2,Month-to-Month,None,Credit Card,Fiber Optic,5,1,78.15,0
No,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,1,71.0,1
No,Yes,No,Yes,Yes,2,0,0,Two Year,None,Credit Card,DSL,6,3,78.9,0
No,Yes,No,Yes,Yes,3,0,2,One Year,Offer D,Bank Withdrawal,DSL,4,2,60.0,0
Yes,Yes,No,Yes,Yes,2,0,3,One Year,Offer A,Bank Withdrawal,Fiber Optic,7,4,90.55,0
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,5,0,63.6,1
Yes,Yes,No,No,No,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,2,0,80.2,1
No,No,No,No,No,2,1,0,Month-to-Month,None,Credit Card,None,1,0,20.05,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,104.75,1
No,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,76.0,1
No,No,No,No,No,0,1,3,One Year,Offer B,Bank Withdrawal,None,1,3,19.5,0
No,Yes,Yes,No,Yes,3,0,3,Month-to-Month,None,Bank Withdrawal,Cable,3,3,40.65,0
Yes,Yes,No,Yes,Yes,1,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,6,2,94.95,0
Yes,Yes,No,No,Yes,0,2,0,Month-to-Month,None,Bank Withdrawal,Cable,3,0,44.35,1
No,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,70.0,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,2,0,35.25,1
Yes,Yes,No,No,Yes,4,0,2,Two Year,Offer A,Credit Card,Fiber Optic,4,4,94.65,0
Yes,Yes,Yes,No,Yes,0,0,3,Two Year,Offer A,Credit Card,DSL,6,4,80.15,0
No,Yes,No,Yes,Yes,1,0,0,Month-to-Month,Offer C,Bank Withdrawal,DSL,4,3,49.15,0
Yes,Yes,No,No,No,2,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,2,88.45,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,0,96.25,1
Yes,Yes,No,No,No,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,76.45,1
No,Yes,No,No,Yes,4,0,0,Two Year,Offer C,Bank Withdrawal,Fiber Optic,3,3,90.95,0
No,Yes,No,No,Yes,0,0,2,Month-to-Month,None,Bank Withdrawal,Cable,4,2,83.3,1
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer D,Credit Card,Fiber Optic,3,2,69.7,0
Yes,Yes,No,No,No,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,3,99.8,1
No,No,No,No,No,1,0,0,Month-to-Month,Offer D,Credit Card,None,1,1,20.05,0
No,Yes,Yes,No,Yes,3,0,3,Two Year,None,Bank Withdrawal,Fiber Optic,5,4,99.15,0
Yes,Yes,Yes,No,Yes,1,0,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,4,106.2,0
Yes,Yes,No,Yes,Yes,1,0,0,Two Year,Offer B,Credit Card,Fiber Optic,7,3,110.8,0
