online_security,paperless_billing,contract,internet_type,offer,payment_method,age_bins,family_size_bins,number_of_referrals_bins,tenure_in_months_bins,total_of_services_add,monthly_charge,churn_value
No,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,3,0,0,6,6,100.9,0
No,No,Month-to-Month,None,None,Credit Card,1,0,0,0,1,20.3,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,0,3,1,2,5,89.35,0
No,Yes,Month-to-Month,None,None,Mailed Check,1,0,0,0,1,20.55,0
Yes,Yes,Two Year,Cable,Offer B,Credit Card,3,2,3,5,6,70.5,0
Yes,Yes,Month-to-Month,DSL,None,Credit Card,1,0,0,0,5,54.45,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,2,3,1,5,91.0,1
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,2,2,0,0,4,49.85,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,0,0,0,0,5,78.45,1
No,Yes,Month-to-Month,None,Offer E,Mailed Check,2,0,0,0,1,20.3,1
No,Yes,One Year,Fiber Optic,Offer E,Credit Card,4,1,3,0,3,95.5,0
No,No,Month-to-Month,Fiber Optic,None,Credit Card,3,1,1,3,4,86.15,1
Yes,Yes,One Year,Fiber Optic,None,Bank Withdrawal,0,3,3,3,5,90.8,0
No,Yes,One Year,DSL,None,Credit Card,0,1,3,6,5,60.8,0
No,Yes,Two Year,Fiber Optic,None,Credit Card,3,1,3,6,7,110.6,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,0,1,1,1,3,69.0,1
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,0,1,3,6,7,92.4,0
No,No,Month-to-Month,None,None,Mailed Check,0,0,0,0,1,19.5,1
No,No,Two Year,None,Offer B,Bank Withdrawal,3,1,3,5,1,19.8,0
Yes,Yes,Two Year,Cable,None,Bank Withdrawal,1,0,0,6,6,65.6,0
No,Yes,One Year,None,Offer A,Credit Card,0,2,3,6,1,20.55,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,2,1,2,6,8,115.55,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,1,1,0,5,79.2,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,2,5,101.25,1
No,No,Two Year,DSL,None,Credit Card,1,0,0,5,3,53.35,0
Yes,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,3,6,104.35,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,3,4,94.7,1
No,No,One Year,None,None,Credit Card,3,0,0,2,1,19.3,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,5,6,107.4,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,0,3,70.05,1
No,No,Month-to-Month,Fiber Optic,None,Credit Card,0,2,3,0,4,74.6,0
Yes,No,Two Year,Fiber Optic,Offer B,Credit Card,2,1,2,6,5,99.7,0
No,Yes,Two Year,None,None,Bank Withdrawal,1,0,0,6,1,21.15,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,0,0,0,1,4,35.65,0
No,No,One Year,None,None,Credit Card,3,2,2,0,1,20.3,0
No,No,Month-to-Month,DSL,None,Mailed Check,2,0,0,0,2,44.65,1
Yes,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,4,1,2,6,7,99.4,0
No,Yes,One Year,Fiber Optic,Offer C,Credit Card,0,0,0,4,6,104.5,0
Yes,No,One Year,DSL,Offer B,Credit Card,3,0,0,6,6,43.7,0
Yes,Yes,One Year,Fiber Optic,Offer B,Credit Card,4,1,3,6,7,109.4,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,0,3,70.1,1
No,No,Two Year,Fiber Optic,None,Bank Withdrawal,2,2,1,5,4,82.5,0
No,No,Two Year,None,None,Credit Card,3,2,2,6,2,26.1,0
Yes,No,One Year,DSL,Offer B,Bank Withdrawal,4,0,0,5,7,82.45,1
Yes,No,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,4,7,100.75,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,2,3,89.25,1
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,4,0,0,0,2,36.45,1
No,Yes,Month-to-Month,Fiber Optic,Offer B,Credit Card,2,1,1,5,4,85.3,0
Yes,Yes,Two Year,Fiber Optic,Offer B,Bank Withdrawal,4,1,3,6,7,111.6,0
No,Yes,Month-to-Month,Cable,Offer D,Bank Withdrawal,1,2,3,2,3,44.95,0
No,Yes,Month-to-Month,Cable,Offer D,Bank Withdrawal,0,1,3,2,3,49.85,0
No,No,One Year,None,None,Credit Card,0,0,0,0,1,20.45,0
Yes,Yes,One Year,DSL,Offer D,Credit Card,3,1,3,2,4,56.25,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,0,2,78.05,1
No,No,Two Year,None,None,Credit Card,0,2,2,1,2,25.35,0
Yes,Yes,Two Year,Fiber Optic,Offer B,Credit Card,2,0,0,5,7,108.0,0
Yes,Yes,Two Year,Fiber Optic,None,Credit Card,0,1,1,6,8,115.55,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,1,1,5,90.75,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,4,5,79.9,0
No,No,Month-to-Month,DSL,Offer D,Bank Withdrawal,1,1,2,2,4,48.8,0
No,No,Two Year,Fiber Optic,None,Credit Card,4,0,0,1,4,75.5,0
No,No,Month-to-Month,Cable,Offer E,Credit Card,1,3,0,1,3,95.0,1
Yes,No,Two Year,DSL,None,Mailed Check,2,1,3,1,6,80.85,0
Yes,No,Two Year,DSL,Offer A,Bank Withdrawal,0,1,3,6,5,59.5,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,2,0,0,0,4,96.6,1
No,No,Month-to-Month,None,None,Mailed Check,1,0,0,0,1,20.4,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,1,4,76.85,0
No,Yes,Two Year,None,None,Bank Withdrawal,0,2,1,6,2,25.2,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,1,0,0,1,2,70.1,1
No,No,One Year,Fiber Optic,None,Bank Withdrawal,2,0,0,4,5,80.05,0
No,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,4,1,0,6,5,100.8,0
Yes,Yes,Two Year,DSL,Offer C,Credit Card,1,3,1,3,6,52.5,0
No,No,Month-to-Month,None,None,Bank Withdrawal,4,0,0,1,1,19.65,1
No,No,Month-to-Month,None,Offer E,Mailed Check,1,2,0,0,1,19.95,0
No,Yes,Month-to-Month,DSL,Offer D,Credit Card,3,0,0,2,4,33.5,1
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,1,1,1,0,1,35.1,1
Yes,No,Month-to-Month,DSL,None,Bank Withdrawal,3,2,0,0,5,54.5,0
Yes,Yes,Two Year,DSL,Offer B,Credit Card,1,1,1,5,7,83.25,0
No,Yes,Month-to-Month,None,Offer D,Bank Withdrawal,1,0,0,1,2,24.0,0
No,No,Month-to-Month,None,Offer D,Credit Card,0,2,0,2,1,21.05,0
No,No,One Year,None,Offer B,Bank Withdrawal,1,0,0,5,2,24.05,0
No,Yes,One Year,Fiber Optic,None,Credit Card,4,2,3,1,4,75.2,0
No,No,Month-to-Month,None,None,Credit Card,2,3,3,2,1,19.35,0
No,No,Month-to-Month,None,Offer E,Mailed Check,2,0,0,1,1,20.75,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,3,1,2,2,4,94.65,0
Yes,No,One Year,DSL,None,Bank Withdrawal,0,1,0,3,3,30.4,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,1,2,4,6,97.35,1
Yes,No,Two Year,DSL,None,Credit Card,3,2,3,6,6,61.4,0
Yes,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,3,5,87.65,0
No,Yes,One Year,Fiber Optic,Offer B,Credit Card,2,2,3,6,6,106.05,0
Yes,No,Month-to-Month,Cable,Offer E,Credit Card,2,0,0,1,2,29.35,0
No,No,One Year,None,Offer D,Bank Withdrawal,1,0,0,2,1,20.15,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,1,3,5,5,77.75,1
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,1,2,4,6,104.1,0
Yes,No,Month-to-Month,Cable,Offer C,Bank Withdrawal,3,2,1,3,7,76.3,0
Yes,No,Two Year,Cable,Offer B,Credit Card,3,2,3,5,8,81.25,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,3,91.4,1
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,1,5,79.85,0
No,Yes,Two Year,None,Offer B,Credit Card,0,2,2,5,2,24.45,0
No,No,Two Year,None,None,Credit Card,4,1,0,6,2,25.65,0
No,Yes,One Year,DSL,Offer B,Bank Withdrawal,4,2,3,6,5,65.2,0
No,Yes,One Year,DSL,Offer C,Mailed Check,1,1,2,3,5,73.9,1
Yes,No,One Year,DSL,None,Credit Card,2,1,3,6,7,74.1,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,1,5,100.85,1
Yes,Yes,One Year,Cable,Offer B,Credit Card,0,2,3,5,5,52.0,0
No,Yes,One Year,Fiber Optic,None,Credit Card,0,2,3,4,5,95.0,0
No,No,Month-to-Month,DSL,Offer D,Credit Card,1,0,0,2,4,50.0,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,1,1,0,5,91.65,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,3,5,81.45,1
No,Yes,Month-to-Month,DSL,Offer B,Credit Card,2,1,3,4,4,50.25,0
No,Yes,Two Year,Fiber Optic,None,Credit Card,3,1,3,4,5,99.0,0
Yes,No,Month-to-Month,DSL,Offer D,Bank Withdrawal,1,0,0,1,5,62.25,0
No,No,Two Year,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,1,4,85.2,0
No,No,One Year,None,None,Mailed Check,3,1,3,2,1,19.55,0
No,Yes,Two Year,None,None,Bank Withdrawal,1,2,2,4,1,19.85,0
No,No,One Year,None,Offer C,Credit Card,1,3,1,3,1,19.9,0
No,No,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,0,0,0,6,5,105.4,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,3,0,0,0,3,49.3,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,1,0,0,3,6,71.05,0
Yes,No,One Year,DSL,None,Credit Card,2,0,0,3,6,58.0,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,3,3,8,105.7,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,4,1,1,6,7,109.7,0
Yes,No,Two Year,DSL,None,Bank Withdrawal,3,2,3,6,4,36.15,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,3,78.85,1
Yes,No,Month-to-Month,Cable,None,Credit Card,1,0,0,0,5,41.35,0
No,No,One Year,None,Offer D,Credit Card,3,0,0,2,1,18.8,0
No,No,Month-to-Month,None,Offer E,Bank Withdrawal,3,0,0,0,1,19.3,1
Yes,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,1,0,2,6,96.55,0
No,No,One Year,Cable,None,Bank Withdrawal,4,1,2,3,5,64.2,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,2,1,3,3,4,93.8,1
Yes,Yes,Two Year,DSL,None,Credit Card,1,1,3,6,8,89.4,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,2,0,0,2,5,81.0,1
Yes,Yes,Two Year,DSL,Offer C,Credit Card,3,1,3,3,3,46.35,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,0,3,70.65,0
Yes,No,One Year,DSL,None,Credit Card,3,2,0,3,5,61.25,0
Yes,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,0,0,0,6,8,118.6,0
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,4,0,0,1,3,29.4,1
No,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,0,1,2,6,7,110.0,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,1,3,90.8,1
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,0,0,0,3,5,100.2,1
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,1,0,0,6,5,99.65,0
No,Yes,One Year,Fiber Optic,Offer C,Bank Withdrawal,4,0,0,3,6,104.65,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,4,93.85,1
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,3,6,96.35,0
No,Yes,Two Year,Fiber Optic,Offer B,Credit Card,1,0,0,5,5,89.45,0
No,Yes,Month-to-Month,Cable,None,Credit Card,0,0,0,0,2,25.15,0
Yes,Yes,One Year,Fiber Optic,Offer A,Credit Card,0,3,1,6,7,105.1,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,4,2,2,5,7,75.15,0
Yes,Yes,One Year,Fiber Optic,Offer C,Bank Withdrawal,0,0,0,4,6,95.55,1
No,No,One Year,None,None,Credit Card,2,1,3,2,1,20.05,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,2,5,89.4,0
Yes,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,0,0,0,5,6,94.8,1
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,3,0,0,2,3,63.05,0
Yes,Yes,Month-to-Month,Cable,Offer D,Bank Withdrawal,1,3,3,2,3,49.2,0
No,Yes,Month-to-Month,None,None,Mailed Check,0,0,0,0,1,20.1,1
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,3,0,0,2,3,39.65,1
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,2,5,87.75,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,1,0,0,4,5,41.1,0
No,Yes,Two Year,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,1,4,74.05,0
Yes,No,Two Year,Cable,Offer A,Bank Withdrawal,2,2,3,6,6,65.7,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,3,5,98.65,0
Yes,No,One Year,Fiber Optic,None,Bank Withdrawal,3,1,1,4,4,97.1,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,0,0,0,2,6,96.65,1
No,Yes,Two Year,Fiber Optic,None,Credit Card,0,1,3,4,7,108.9,0
No,No,Two Year,None,Offer A,Bank Withdrawal,2,2,3,6,1,19.9,0
Yes,Yes,One Year,Fiber Optic,Offer B,Credit Card,0,1,3,6,5,81.15,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Credit Card,0,1,2,1,5,78.15,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,1,3,71.0,1
No,No,Two Year,DSL,None,Credit Card,2,0,0,5,6,78.9,0
No,No,One Year,DSL,Offer D,Bank Withdrawal,3,1,3,2,4,60.0,0
No,Yes,One Year,Fiber Optic,Offer A,Bank Withdrawal,2,1,3,6,7,90.55,0
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,3,0,0,0,5,63.6,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,0,2,80.2,1
No,No,Month-to-Month,None,None,Credit Card,2,2,0,0,1,20.05,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,4,6,104.75,1
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,0,4,76.0,1
No,No,One Year,None,Offer B,Bank Withdrawal,0,2,3,4,1,19.5,0
Yes,No,Month-to-Month,Cable,None,Bank Withdrawal,3,1,3,5,3,40.65,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,0,0,2,6,94.95,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,0,3,0,0,3,44.35,1
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,1,0,0,0,3,70.0,1
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,3,0,0,0,2,35.25,1
No,Yes,Two Year,Fiber Optic,Offer A,Credit Card,4,1,2,6,4,94.65,0
Yes,Yes,Two Year,DSL,Offer A,Credit Card,0,1,3,6,6,80.15,0
No,No,Month-to-Month,DSL,Offer C,Bank Withdrawal,1,0,0,3,4,49.15,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,2,0,0,2,4,88.45,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,0,4,96.25,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,3,76.45,1
No,No,Two Year,Fiber Optic,Offer C,Bank Withdrawal,4,0,0,3,3,90.95,0
No,No,Month-to-Month,Cable,None,Bank Withdrawal,0,1,2,2,4,83.3,1
No,Yes,Month-to-Month,Fiber Optic,Offer D,Credit Card,0,0,0,2,3,69.7,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,1,1,5,4,99.8,1
No,No,Month-to-Month,None,Offer D,Credit Card,1,0,0,2,1,20.05,0
Yes,No,Two Year,Fiber Optic,None,Bank Withdrawal,3,1,3,6,5,99.15,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,1,3,6,6,106.2,0
No,Yes,Two Year,Fiber Optic,Offer B,Credit Card,1,1,1,6,7,110.8,0
No,No,Month-to-Month,DSL,Offer E,Bank Withdrawal,3,2,1,1,4,48.8,0
No,Yes,One Year,None,None,Credit Card,1,0,0,4,1,19.55,0
No,No,One Year,None,Offer D,Credit Card,3,0,0,2,1,19.7,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,0,2,80.5,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,3,2,5,6,104.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,0,0,0,0,3,79.4,1
Yes,No,One Year,Cable,Offer D,Mailed Check,1,1,1,2,6,77.5,1
No,Yes,Month-to-Month,Cable,None,Credit Card,3,2,1,2,6,69.5,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,0,3,76.95,1
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,1,1,3,4,3,90.65,0
No,No,Two Year,None,Offer A,Bank Withdrawal,0,2,2,6,1,21.0,0
No,Yes,One Year,Fiber Optic,Offer B,Credit Card,0,1,2,5,5,99.25,0
Yes,Yes,One Year,DSL,Offer C,Credit Card,3,0,0,3,6,79.3,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,1,3,2,6,4,101.15,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,1,4,6,84.3,1
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,4,1,3,3,6,105.8,0
No,Yes,Two Year,None,None,Bank Withdrawal,2,3,3,2,2,25.0,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,2,5,90.1,1
No,No,Two Year,None,None,Credit Card,3,1,1,6,2,25.75,0
No,No,One Year,None,Offer C,Bank Withdrawal,0,2,2,3,1,20.05,0
No,No,Month-to-Month,DSL,Offer C,Credit Card,2,1,2,3,2,33.75,0
Yes,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,3,2,5,101.75,0
No,Yes,Two Year,Fiber Optic,Offer B,Bank Withdrawal,3,0,0,5,5,89.7,0
No,Yes,One Year,DSL,Offer B,Bank Withdrawal,2,0,0,5,6,73.85,0
No,Yes,Two Year,None,None,Credit Card,3,0,0,3,1,20.2,0
Yes,No,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,5,5,89.8,0
Yes,No,Two Year,Cable,None,Credit Card,2,0,0,3,4,35.75,0
Yes,No,Month-to-Month,DSL,Offer E,Bank Withdrawal,2,0,0,0,4,49.75,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,2,6,85.45,1
No,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,3,1,2,6,4,93.7,1
No,No,Month-to-Month,None,None,Credit Card,3,0,0,0,1,20.35,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,1,0,0,0,4,75.7,1
No,No,One Year,None,None,Credit Card,1,0,0,1,1,19.15,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Credit Card,4,0,0,3,6,102.8,1
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,0,3,0,4,3,50.85,0
No,No,Month-to-Month,None,Offer D,Credit Card,2,0,0,1,1,20.35,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,2,0,0,0,4,85.45,1
No,Yes,Two Year,Fiber Optic,Offer D,Bank Withdrawal,4,0,0,2,3,84.35,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,3,2,3,0,4,34.25,0
Yes,No,Two Year,DSL,Offer B,Mailed Check,3,0,0,4,6,79.2,0
Yes,Yes,One Year,DSL,Offer B,Bank Withdrawal,3,1,1,5,5,61.05,0
No,No,Month-to-Month,Cable,None,Bank Withdrawal,3,0,0,0,4,76.35,1
Yes,No,Two Year,Fiber Optic,None,Credit Card,2,1,3,6,8,96.6,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,4,0,0,3,5,99.05,0
Yes,No,Two Year,DSL,None,Credit Card,1,1,3,6,7,73.5,0
No,Yes,One Year,DSL,None,Bank Withdrawal,4,2,1,5,6,80.85,0
Yes,Yes,Two Year,DSL,Offer A,Bank Withdrawal,2,0,0,6,8,91.35,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,3,1,3,2,3,94.3,0
No,No,Month-to-Month,None,None,Bank Withdrawal,3,0,0,0,1,19.55,0
Yes,Yes,Two Year,DSL,None,Credit Card,4,1,3,2,4,59.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,0,0,2,3,86.55,0
Yes,No,Two Year,DSL,Offer A,Credit Card,3,1,1,6,8,68.15,0
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,2,0,0,0,2,25.15,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,2,0,0,0,3,90.4,1
No,Yes,Two Year,None,None,Mailed Check,3,0,0,3,1,19.6,0
No,Yes,Month-to-Month,Fiber Optic,Offer C,Credit Card,3,0,0,3,5,98.8,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,1,3,3,4,74.6,0
No,No,Month-to-Month,DSL,Offer C,Bank Withdrawal,4,1,3,3,7,83.85,0
Yes,Yes,Two Year,DSL,None,Credit Card,1,2,0,5,7,76.45,0
No,Yes,One Year,Fiber Optic,Offer A,Bank Withdrawal,1,1,2,6,5,89.7,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,3,4,99.7,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,1,4,84.0,1
No,Yes,Month-to-Month,None,Offer E,Bank Withdrawal,1,1,1,0,1,21.0,1
Yes,Yes,One Year,DSL,Offer B,Credit Card,3,0,0,5,7,82.5,0
No,No,Month-to-Month,None,None,Credit Card,0,2,1,4,1,19.6,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Credit Card,1,1,1,2,3,89.0,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,2,1,1,0,3,89.55,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,0,2,69.8,0
No,Yes,Month-to-Month,DSL,Offer B,Credit Card,0,1,3,4,4,69.1,0
No,Yes,One Year,Fiber Optic,Offer A,Credit Card,1,2,3,6,5,104.45,0
No,No,Month-to-Month,None,Offer D,Credit Card,0,0,0,2,1,19.7,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,4,75.75,1
Yes,Yes,Month-to-Month,Fiber Optic,Offer B,Credit Card,2,1,3,4,6,86.1,0
No,No,Two Year,Cable,None,Credit Card,3,1,2,6,5,67.25,0
No,No,Two Year,None,Offer A,Credit Card,1,0,0,6,2,25.45,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,0,3,84.3,1
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,0,2,1,0,3,30.5,0
Yes,Yes,Month-to-Month,DSL,Offer D,Bank Withdrawal,3,1,1,2,5,65.85,0
No,No,Two Year,DSL,Offer A,Bank Withdrawal,2,1,1,6,7,86.15,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,2,0,0,0,3,70.05,1
No,Yes,Month-to-Month,DSL,None,Credit Card,4,0,0,2,4,61.6,1
No,Yes,Month-to-Month,DSL,Offer B,Bank Withdrawal,3,0,0,4,3,49.05,1
Yes,No,Month-to-Month,Cable,None,Bank Withdrawal,1,0,0,0,5,53.45,0
Yes,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,2,3,1,1,4,49.15,0
Yes,Yes,One Year,Cable,None,Bank Withdrawal,3,1,3,3,5,64.0,0
Yes,Yes,Month-to-Month,Cable,None,Credit Card,1,2,3,3,6,70.3,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,1,1,1,3,89.5,1
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,1,0,0,2,4,74.75,0
Yes,Yes,Two Year,Cable,Offer A,Bank Withdrawal,4,1,0,6,8,89.85,0
No,No,Month-to-Month,None,None,Credit Card,1,0,0,0,1,21.1,0
No,No,Month-to-Month,None,None,Credit Card,2,0,0,0,1,19.35,0
No,No,One Year,None,Offer A,Bank Withdrawal,2,0,0,6,2,25.45,0
No,No,Two Year,Fiber Optic,Offer C,Credit Card,0,1,0,4,5,100.55,0
Yes,Yes,One Year,Cable,Offer B,Bank Withdrawal,0,0,0,4,6,60.15,0
No,Yes,One Year,None,Offer A,Bank Withdrawal,0,1,3,6,2,26.3,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,1,1,1,5,98.5,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,0,4,94.2,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,2,4,85.2,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,0,3,69.9,1
Yes,No,Month-to-Month,Cable,Offer D,Bank Withdrawal,3,1,1,2,6,94.4,1
No,No,Two Year,Fiber Optic,Offer B,Bank Withdrawal,4,1,3,6,4,89.45,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,3,0,0,0,4,49.95,1
No,Yes,Two Year,None,Offer B,Credit Card,2,0,0,5,1,20.5,0
No,Yes,Two Year,None,Offer B,Credit Card,1,3,1,5,2,25.65,0
Yes,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,0,0,4,7,110.0,1
No,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,4,1,1,4,7,98.7,0
No,No,Two Year,None,None,Bank Withdrawal,3,2,3,6,1,20.5,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,1,0,0,4,6,103.1,0
